"septiembre 19º 2017, 5:32:22 pm",Fernand16869843,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:22 pm",ocasiosalsero,"RT @JohnMoralesNBC6: Every time I search for new info the result is bad. 

High tides tomorrow in Puerto Rico between 8 &amp; 9 AM. 

Just a… "
"septiembre 19º 2017, 5:32:22 pm",CoutinhoPetit,"RT @07honeybadger: Ayúdenme a localizar a mi padre, se llama Jorge Moreno Vargas, esta cerca del metrobus Durango, en las oficinas del Nuev…"
"septiembre 19º 2017, 5:32:22 pm",HarmoBoyzer,"RT @07honeybadger: Ayúdenme a localizar a mi padre, se llama Jorge Moreno Vargas, esta cerca del metrobus Durango, en las oficinas del Nuev…"
"septiembre 19º 2017, 5:32:22 pm",soyjessicavilla,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:22 pm",zuribaulover,Ayúdanos con tu Rt 🙏🏻 @SoyBienMamon https://t.co/orzX3SLIav
"septiembre 19º 2017, 5:32:22 pm",flores_crespo,RT @GreciaNM: Ojalá me puedan ayudar a localizar a GERARDO MTZ SIFUENTES. En la calle Guanajuato entre Jalapa y Tonalá en la colo… 
"septiembre 19º 2017, 5:32:22 pm",Jonathan_tzec,"RT @AztecaDeportes: Google activó Person Finder, herramienta para localizar personas. https://t.co/sO5JoHrkV8

#FuerzaMéxico #Sismo"
"septiembre 19º 2017, 5:32:23 pm",ivalle20,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:23 pm",DafneFCh,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:22 pm",lipachurros,RT @HectorTrejo: Por si alguien está en Coyoacán. https://t.co/P7ohubOgHR
"septiembre 19º 2017, 5:32:23 pm",khryztiii,"RT @TeteRocket: Alguien por el metro Villa de Cortes? Si saben de Jovita Gumercindo Garduño, avísenme. Es abuela de uno de mis alumnos."
"septiembre 19º 2017, 5:32:23 pm",LadiZorra,RT @SoyTato: ¿Alguien cerca de la calle Monterrey #195 esquina con San Luis Potosí en la colonia Roma? No hemos podido localizar a mi tío.
"septiembre 19º 2017, 5:32:23 pm",EmelinMtz,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:23 pm",AleeSunSet,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:23 pm",jjimxy,"RT @aislinnrocha_: Estoy intentando localizar a Tanya Sanchez, estaba por Coyoacan durante el sismo. 
¡Ayuden con RT! 
Por favor… "
"septiembre 19º 2017, 5:32:23 pm",haashfan96,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:23 pm",arturomog,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:23 pm",SebasTapia_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:23 pm",fery_muser,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:24 pm",Monimozz,"RT @Doctor_Sexual: Las llamadas por WhatsApp están funcionando, si necesitan llamar para localizar a alguien, avísenme, dejo mi línea telef…"
"septiembre 19º 2017, 5:32:24 pm",edmundomolinac,RT @DeniseDresserG: Va esta herramienta para localizar personas: https://t.co/OQUY3Ayqr9
"septiembre 19º 2017, 5:32:24 pm",QuiqueBecerra,Si necesitan localizar a sus familiares y por diversos motivos no pueden manden dm y con gusto lo haré! Ánimo #Sismo  #FuerzaMexico
"septiembre 19º 2017, 5:32:24 pm",MajoEspinosaV,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:24 pm",valegaona00,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:24 pm",Happyliz1,"RT @xavierglees: Herido por el #sismo en Puebla es originario de #Xalapa 
Ayudemos a localizar a sus familiares. https://t.co/pa7tXbfP0Z"
"septiembre 19º 2017, 5:32:24 pm",Laspijasde1D,"RT @AztecaDeportes: Google activó Person Finder, herramienta para localizar personas. https://t.co/sO5JoHrkV8

#FuerzaMéxico #Sismo"
"septiembre 19º 2017, 5:32:24 pm",gorcuff,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:24 pm",Vann_18CS,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:24 pm",itaniagarcia,RT @_Cinthhya: 🙏🏻🙏🏻🙏🏻 https://t.co/0sJTVxb2Zn
"septiembre 19º 2017, 5:32:24 pm",Arelyyanez_,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:24 pm",Aranzaz90412797,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:25 pm",trempantempaito,"¿ Pero tú sabes algo de la Historia ? 

https://t.co/Trq0wynaQP"
"septiembre 19º 2017, 5:32:25 pm",clausolamente,RT @tv_mauricio: AHORA: @Minrel_Chile publica teléfonos para localizar a chilenos afectados por #TerremotoMexico 🇲🇽 https://t.co/KlkdJ2kGDA
"septiembre 19º 2017, 5:32:25 pm",marttalove,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:25 pm",JanneD0E,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:25 pm",teffibieber11,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:25 pm",DemisFco,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:25 pm",CristyMadai_,"RT @haroldazuara: Ayuda Colonia Roma, no encuentro a mi novia... me gustaría una de esa zona. Comunicarse #sismo"
"septiembre 19º 2017, 5:32:25 pm",roviraplancarte,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:25 pm",joceelynmv,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:25 pm",ccavgk,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:25 pm",CndyElizalde,"RT @_mxxxxris_: Necesito por favor su ayuda para localizar a mi tío, se llama Germán de Jesús León y estaba en el centro. Por favor, cualqu…"
"septiembre 19º 2017, 5:32:25 pm",ferzanatta08,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:25 pm",Glo_Rios_,@revistahotel Saben algo de los niños ???????
"septiembre 19º 2017, 5:32:25 pm",el_funambulistx,"RT @mon_garrido11: ‼️RT‼️
No hemos logrado localizar a Maria Antonieta Tito y Maria Eugenia Tito, por favor si saben algo 🙏🏼 se cree q… "
"septiembre 19º 2017, 5:32:25 pm",JackieHerreraP,"RT @anamohzo: Ayúdanos a localizar a Ana Sofía Herrera Ríos, estudiante de #Prepa5 @UNAM_MX @WRADIOMexico #sebusca RT 🙏🏼#sismo"
"septiembre 19º 2017, 5:32:25 pm",AldoEsau,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:25 pm",dangoochii,"RT @bangtanonexo: 76. Bangtan se mando uno de los mejores álbumes del año, les gusten o no saben que merecen muchos premios con esa maravil…"
"septiembre 19º 2017, 5:32:25 pm",dolansftcashew_,"RT @Heelph_Dms: Amigos, si son de México ayuden, si necesitan localizar a alguien digan puedo marcar para ver si están bien, cualqu… "
"septiembre 19º 2017, 5:32:26 pm",HeatherRaquel,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:26 pm",vasoconhielos,RT @HipsterHeidi: Por favor RT: Ayuda para localizar a Dulce Alondra Parra Monte en el área de Héroes de la Reforma en #Puebla
"septiembre 19º 2017, 5:32:26 pm",Square84,"RT @StiviDeTivi: Gente ayuda por favor para localizar a mi amiga #ViridianaSoto, ¡Cualquier información se agradeciria mucho! RT https://t.…"
"septiembre 19º 2017, 5:32:26 pm",AdriiRomero,"RT @Karliuchh: @SoyBienMamon  ¡Ayuda! Estamos intentando localizar a mi amiga Tanya Sánchez, se encontraba en coyoacán durante el… "
"septiembre 19º 2017, 5:32:26 pm",GabyAratto,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:26 pm",eduardogvaz,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:26 pm",candypinedaa,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",Edgar51963250,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",Ignacio77944019,RT @taniarin: Ayuda para localizar a Georgiana Sánchez Martínez y su hija Sofía están en Tláhuac si las han visto confirmen q est… 
"septiembre 19º 2017, 5:32:26 pm",iKaricienta,"RT @naykara_Esencia: @Hell___Huesos #ayuda necesito localizar a Ana María Castillo en Cuernavaca, no logramos contactarla por ninguna re… "
"septiembre 19º 2017, 5:32:26 pm",MarianaNiembro_,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:26 pm",jaqunzeta,Hoy se me metió la estúpida idea de aprender a hacer backflips. Si me ven con collarín o con un yeso en la mano ya saben por qué fue.
"septiembre 19º 2017, 5:32:26 pm",abelhudi,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",Diego_2794,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",berenic08,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",AleMoraMora_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:26 pm",nanitaw,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:27 pm",DarioJmnz,"RT @xavierglees: Herido por el #sismo en Puebla es originario de #Xalapa 
Ayudemos a localizar a sus familiares. https://t.co/pa7tXbfP0Z"
"septiembre 19º 2017, 5:32:27 pm",melshipskm,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:27 pm",QueAmara,"RT @aislinnrocha_: Estoy intentando localizar a Tanya Sanchez, estaba por Coyoacan durante el sismo. 
¡Ayuden con RT! 
Por favor… "
"septiembre 19º 2017, 5:32:27 pm",rzpittsajot,"RT @StiviDeTivi: Gente ayuda por favor para localizar a mi amiga #ViridianaSoto, ¡Cualquier información se agradeciria mucho! RT https://t.…"
"septiembre 19º 2017, 5:32:27 pm",Matii0603,RT @_morenac: a pesar d toda la mierda q m puedan tirar jamas m van a sacar la tranquilidad d saber q soy buena persona y no busco cagarle…
"septiembre 19º 2017, 5:32:27 pm",hazunmeme,RT @humbert6669: @taniarin @karymtz10 Si saben algo del edificio del sistema de aguas de la Ciudad de México avisen porfavorNo logro… 
"septiembre 19º 2017, 5:32:27 pm",Jcts204,RT @YukiBrito: @alex_marcial @DonPorfirioDiaz #AyudaTH Para localizar a familiares de Gustavo Martínez Vargas de 27 años. Está gra… 
"septiembre 19º 2017, 5:32:27 pm",_Fiozurita,RT @HectorTrejo: Por si alguien está en Coyoacán. https://t.co/P7ohubOgHR
"septiembre 19º 2017, 5:32:27 pm",DALLASCONCHUDO,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:28 pm",rawmstock,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:28 pm",Viryb,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:28 pm",Telenovelesco_,"RT @eliasferrerm: ¿Alguien en la CDMX,en la Condesa?

Necesitó localizar a Lucia Ferrer Gonzalez, tiene 10 años...

RT por favor.😢
#sismo…"
"septiembre 19º 2017, 5:32:28 pm",cesarlagunaq,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:28 pm",AndreaMont_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:28 pm",Patoms_,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:28 pm",leo_dens,RT @taniarin: Ayuda para localizar a Georgiana Sánchez Martínez y su hija Sofía están en Tláhuac si las han visto confirmen q est… 
"septiembre 19º 2017, 5:32:28 pm",mrgirhem_,"RT @aislinnrocha_: Estoy intentando localizar a Tanya Sanchez, estaba por Coyoacan durante el sismo. 
¡Ayuden con RT! 
Por favor… "
"septiembre 19º 2017, 5:32:28 pm",mizsaelhdz,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:28 pm",La_Portales,"RT @MoMoTricia: @La_Portales ¿saben de algún punto de acopio de productos básicos (agua, cosas de curación, etc) en la #Portales #CDMX??"
"septiembre 19º 2017, 5:32:28 pm",Vero_CyP,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:28 pm",BetsySoy,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:28 pm",albertotorresb4,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:29 pm",FlorentinaEriza,Alguien en la calle de San Luis Potosí que ayude a localizar. https://t.co/5GCdwhHAts
"septiembre 19º 2017, 5:32:29 pm",zuritsmile,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",cybmix,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",Mack1957,RT @dncz_mx: Por favor @RealGDT busco a mi hermano Juan jesus cruz maldonado @Juanito_Cruz
"septiembre 19º 2017, 5:32:29 pm",Bauislove,"RT @zuly_ag: Se busca persona💥 es papá de una personita de Monterrey, (@chocoloveAc) no lo han podido localizar... ¡¡RT!! Porfav… "
"septiembre 19º 2017, 5:32:29 pm",rilm4475,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",SaraArteaga23,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",Henry_hater,RT @Aybarbaraa: Amigos mi abuelita vive en #Tepalcingo #Morelos por la calle Cuauthemoc si saben algo de esa zona avísenme.  #TerremotoEnMe…
"septiembre 19º 2017, 5:32:29 pm",yanely1228,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:29 pm",yadi7730,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",AdrianPulgarinC,"Perdón, no tengo señal, me encuentro bien, solo preocupado por mi mama que anda en la calle con mi hermano, y están asaltando por ahí."
"septiembre 19º 2017, 5:32:29 pm",19paulina_05,"RT @ADMEXICO: Si necesitas información de un familiar que no has podido localizar, prueba la herramienta Person Finder. https://t.co/JnQdOE…"
"septiembre 19º 2017, 5:32:29 pm",CulturaVJ,"RT @xavierglees: Herido por el #sismo en Puebla es originario de #Xalapa 
Ayudemos a localizar a sus familiares. https://t.co/pa7tXbfP0Z"
"septiembre 19º 2017, 5:32:30 pm",FridaSVM,RT @HectorTrejo: Por si alguien está en Coyoacán. https://t.co/P7ohubOgHR
"septiembre 19º 2017, 5:32:29 pm",Zuritarrecho,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:29 pm",karlalucia_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:30 pm",nickibaloyes,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:30 pm",mmmmmemo,"RT @zerowar: @RealGDT La mejor forma para localizar personas:
Locatel: 5658-1111
Para persona que viven fuera de México: 1 800 5… "
"septiembre 19º 2017, 5:32:30 pm",MiCuerpoEsTouch,RT @SoyTato: ¿Alguien cerca de la calle Monterrey #195 esquina con San Luis Potosí en la colonia Roma? No hemos podido localizar a mi tío.
"septiembre 19º 2017, 5:32:30 pm",natalia_a17,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:30 pm",Queen_Dians,"La verdad llore con esto del sismo, afortunadamente mi familia y yo estamos bien, pero falta localizar a algunos amigos...😭💔
#fuerzaCdMx"
"septiembre 19º 2017, 5:32:30 pm",JuJoSu,RT @DyanaOct: Ayuda para localizar a JUAN ANTONIO ACOSTA JUÁREZ no sabemos nada de él #Sismo #ÚltimaHora
"septiembre 19º 2017, 5:32:30 pm",JORGEVA17898546,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:30 pm",ipetrella,¿Quién es quién en el encuentro de Ideas para pensar el mundo que viene? No se pierdan #ideas2017 https://t.co/vPsey0VHzT @MinCulturaAr
"septiembre 19º 2017, 5:32:30 pm",sdavcast,RT @mbachelet: Un abrazo solidario al pueblo mexicano y al Pdte. @EPN tras el terremoto. Ustedes saben que pueden contar con el apoyo de Ch…
"septiembre 19º 2017, 5:32:30 pm",ADIGDL,RT @Jonathansalesft: #sismo necesito localizar Rafael Sandoval Ramirez estudiante del bachilleres #17 turno marutino. ayuda! Compartan
"septiembre 19º 2017, 5:32:30 pm",GorillaGarnixx,"RT @Camiladelamora: ¿Alguien de CDMX en San Pedro de los Pinos? 

Necesitamos ayuda para localizar a Edith De la Mora y su hija Nina de 3 a…"
"septiembre 19º 2017, 5:32:30 pm",judan69,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:30 pm",snoopyta01_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:30 pm",rizo_lpez,RT @eleconomista: Si quieres localizar a alguien o tienes información usa el hashtag #SismoApoya.  Estamos compartiendo tu informació… 
"septiembre 19º 2017, 5:32:30 pm",jaque0611,"RT @zuribaulover: 🔴ESTOY INTENTANDO LOCALIZAR A TANYA SANCHEZ, ESTABA EN COYOACÁN DURANTE EL SISMO🔴
¡Ayúdame con un Rt! 🙏🏻 Por favor.… "
"septiembre 19º 2017, 5:32:30 pm",HttpsPolynesian,RT @HectorTrejo: Por si alguien está en Coyoacán. https://t.co/P7ohubOgHR
"septiembre 19º 2017, 5:32:30 pm",beto_ramosa,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:30 pm",angel_Xara,"RT @Rafita8a: Alguien en la calle de Dallas en la colonia Nápoles? Urge localizar a mis abuelos Virgina González y Luis Martínez #Sismo
Ayú…"
"septiembre 19º 2017, 5:32:30 pm",Kaarenrrb,@uggzo ayuda para localizar a Mario Martin Ocaña Moreno y a su fam Lizbeth y su hijo Leonardo Ocaña monumento a la… https://t.co/vDSheBsN7P
"septiembre 19º 2017, 5:32:31 pm",IgnChavM,RT @valeriasncz: ¿Alguien de CDMX en la colonia Roma? Mi familia y yo necesitamos ayuda para localizar a Ernesto Pitaluga Morales de quince…
"septiembre 19º 2017, 5:32:31 pm",jes_cs,"RT @uliiseesrdzz: ¿Me pueden ayudar?
Es mi papá, se llama Fernando Rodríguez. Trabaja a una par de cuadras de metro Balderas y no se… "
"septiembre 19º 2017, 5:32:31 pm",paisdetibios,"RT @Reforma: En Sierra Vista, Colonia Lindavista ya se trabaja para localizar a posibles sobrevivientes. https://t.co/WjHAwCqG2A"
"septiembre 19º 2017, 5:32:31 pm",najera28,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:31 pm",Carolamc_,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:31 pm",FloreRR,RT @YukiBrito: @alex_marcial @DonPorfirioDiaz #AyudaTH Para localizar a familiares de Gustavo Martínez Vargas de 27 años. Está gra… 
"septiembre 19º 2017, 5:32:31 pm",ArianaBrambila8,"RT @aislinnrocha_: Estoy intentando localizar a Tanya Sanchez, estaba por Coyoacan durante el sismo. 
¡Ayuden con RT! 
Por favor… "
"septiembre 19º 2017, 5:32:31 pm",Graciel98649245,"RT @MFDOOMSK: Es mi abuelito, no lo podemos localizar, sabemos que está en la zona del centro,monumento a la madre por metro revo… "
"septiembre 19º 2017, 5:32:31 pm",villavicenciop,"RT @chocoloveAc: El es mi papá, todavía no aparece en CD.MX. Y nadie de mi  familia sabe de el si saben algo por favor comuníquense… "
"septiembre 19º 2017, 5:32:31 pm",Zuricata32,"RT @__EvelynCruz: ⚠️Estoy intentando localizar a Tanya Sanchez, estaba por Coyoacan durante el sismo. ⚠️
¡Ayuden con RT! 
Por favor… "
